YearOfObservation,Insured_Period,Residential,Building_Painted,Building_Fenced,Garden,Settlement,Building Dimension,Building_Type,NumberOfWindows,Geo_Code,Claim,Building_Age
2014,1.0,0,1,0,1.0,1,5007.0,1,,19031,0,26.0
2012,1.0,0,1,0,1.0,1,585.0,1,,19031,0,32.0
2012,1.0,0,1,0,1.0,1,450.0,1,,19031,0,52.0
2014,1.0,0,1,0,1.0,1,450.0,1,,19031,0,34.0
2012,1.0,0,0,1,0.0,0,660.0,1,3.0,19123,0,7.0
2014,1.0,0,0,1,0.0,0,660.0,1,3.0,19123,1,9.0
2012,0.803278689,0,0,1,0.0,0,400.0,1,4.0,19272,0,72.0
2012,1.0,0,0,0,1.0,1,700.0,1,,21054,0,
2012,1.0,0,0,0,1.0,1,210.0,1,,21054,0,52.0
2012,1.0,0,1,0,1.0,1,2360.0,1,,21054,0,32.0
2012,1.0,0,1,0,1.0,1,2360.0,1,,21054,0,32.0
2012,1.0,0,1,0,1.0,1,2115.0,1,,21054,0,24.0
2013,1.0,0,0,1,0.0,0,1567.0,1,3.0,21054,0,123.0
2015,1.0,0,0,1,0.0,0,600.0,1,3.0,21054,0,115.0
2016,0.24863388,0,0,1,0.0,0,1650.0,1,3.0,21054,0,46.0
2016,0.415300546,0,0,1,0.0,0,400.0,1,4.0,21054,0,166.0
2012,1.0,0,1,0,1.0,1,750.0,1,,21054,0,52.0
2014,1.0,0,0,0,1.0,1,1250.0,1,,21054,0,54.0
2012,1.0,0,0,1,0.0,0,880.0,1,4.0,21054,1,22.0
2012,1.0,0,0,0,1.0,1,2610.0,1,,21054,0,24.0
2016,0.99726776,0,0,0,1.0,1,1080.0,1,,21054,0,28.0
2015,1.0,0,1,0,1.0,1,1200.0,1,,21054,0,35.0
2014,1.0,0,1,0,1.0,1,50.0,1,,21054,0,34.0
2013,1.0,0,0,1,0.0,0,1427.0,1,3.0,21054,0,12.0
2015,1.0,0,1,0,1.0,1,1835.0,1,,21054,0,27.0
2015,1.0,0,0,1,0.0,0,1700.0,1,5.0,21054,0,23.0
2012,0.0,0,0,1,0.0,0,2820.0,1,5.0,21166,0,0.0
2012,1.0,0,0,0,1.0,1,2041.0,1,,21171,0,32.0
2014,1.0,0,0,0,1.0,1,2041.0,1,,21171,0,34.0
2016,0.147540984,0,0,1,0.0,0,200.0,1,2.0,21209,0,10.0
2013,1.0,0,1,0,1.0,1,600.0,2,,21231,0,53.0
2014,0.41369863,0,1,0,1.0,1,600.0,2,,21231,0,54.0
2014,1.0,0,0,0,1.0,1,300.0,2,,21231,0,
2013,1.0,0,1,0,1.0,1,430.0,2,,21231,0,53.0
2015,1.0,0,1,0,1.0,1,2907.0,2,,21231,0,27.0
2016,0.99726776,0,0,0,1.0,1,760.0,2,,21231,0,56.0
2012,1.0,0,0,0,1.0,1,460.0,2,,21231,0,52.0
2016,0.99726776,0,0,1,0.0,0,855.0,2,4.0,21231,0,56.0
2013,1.0,0,0,0,1.0,1,400.0,2,,21231,0,53.0
2013,0.997260274,0,0,1,0.0,0,1273.0,2,7.0,21231,1,53.0
2014,1.0,0,0,1,0.0,0,1273.0,2,7.0,21231,0,54.0
2013,0.915068493,0,0,1,0.0,0,878.0,2,3.0,21231,0,113.0
2012,0.0,0,0,0,1.0,1,153.0,2,,21231,0,32.0
2012,0.038251366,0,0,0,1.0,1,912.0,2,,21231,0,52.0
2015,1.0,0,0,0,1.0,1,659.0,2,,21231,1,55.0
2012,1.0,0,0,0,1.0,1,324.0,2,,21231,0,52.0
2012,1.0,0,0,0,1.0,1,300.0,2,,21231,0,52.0
2012,1.0,0,0,0,1.0,1,508.0,2,,21231,0,52.0
2016,1.0,0,0,0,1.0,1,788.0,2,,21231,0,56.0
2013,0.41369863,0,1,0,1.0,1,330.0,2,,21231,0,53.0
2016,0.994535519,0,0,1,0.0,0,828.0,2,3.0,21231,0,116.0
2012,1.0,0,1,0,1.0,1,165.0,2,,21231,0,32.0
2015,1.0,0,0,0,1.0,1,1022.0,2,,21231,0,55.0
2015,1.0,0,0,1,0.0,0,1025.0,2,3.0,21231,0,40.0
2015,1.0,0,0,0,1.0,1,3403.0,2,,21231,1,35.0
2012,0.836065574,0,0,0,1.0,1,762.0,2,,21231,0,52.0
2013,1.0,0,1,0,1.0,1,4200.0,2,,21231,0,53.0
2012,1.0,0,0,0,1.0,1,435.0,2,,21231,0,52.0
2016,0.99726776,0,1,0,1.0,1,446.0,2,,21231,0,36.0
2013,1.0,0,0,0,1.0,1,1486.0,2,,21231,0,33.0
2012,1.0,0,0,0,1.0,1,938.0,2,,21231,0,52.0
2012,1.0,0,0,1,0.0,0,900.0,2,4.0,21231,0,31.0
2014,1.0,0,0,1,0.0,0,900.0,2,4.0,21231,0,33.0
2016,0.99726776,0,0,1,0.0,0,900.0,2,4.0,21231,0,35.0
2015,1.0,0,1,0,1.0,1,881.0,2,,21231,0,55.0
2013,1.0,0,0,0,1.0,1,5910.0,2,,21231,0,33.0
2016,0.99726776,0,1,0,1.0,1,1380.0,2,,21231,0,56.0
2014,1.0,1,0,1,0.0,0,550.0,2,3.0,21231,0,119.0
2012,0.915300546,0,0,1,0.0,0,400.0,2,3.0,21231,0,112.0
2013,1.0,0,0,0,1.0,1,524.0,2,,21231,0,53.0
2015,1.0,0,0,0,1.0,1,524.0,2,,21231,0,55.0
2015,1.0,0,1,0,1.0,1,920.0,2,,21231,0,55.0
2013,1.0,0,0,0,1.0,1,810.0,2,,21231,0,33.0
2014,1.0,0,0,0,1.0,1,810.0,2,,21231,0,34.0
2016,0.75136612,1,0,1,0.0,0,4230.0,2,8.0,21231,0,42.0
2012,1.0,0,0,0,1.0,1,300.0,2,,21231,1,52.0
2013,1.0,0,0,1,0.0,0,452.0,2,4.0,21231,0,53.0
2014,1.0,0,0,0,1.0,1,2775.0,2,,21231,0,34.0
2014,0.167123288,0,0,0,1.0,1,5000.0,2,,21231,0,34.0
2012,1.0,0,0,0,1.0,1,585.0,2,,21231,0,32.0
2013,1.0,0,0,0,1.0,1,585.0,2,,21231,0,33.0
2012,1.0,0,0,0,1.0,1,870.0,2,,21231,0,32.0
2015,0.997260274,0,0,0,1.0,1,870.0,2,,21231,0,35.0
2013,1.0,0,1,0,1.0,1,500.0,2,,21231,0,
2015,1.0,0,0,0,1.0,1,1300.0,2,,21231,0,
2016,1.0,0,0,0,1.0,1,1300.0,2,,21231,0,
2013,1.0,0,0,0,1.0,1,2400.0,2,,21231,0,33.0
2014,1.0,0,0,0,1.0,1,1200.0,2,,21231,0,54.0
2015,0.246575342,0,0,0,1.0,1,2115.0,2,,21231,0,35.0
2013,1.0,0,0,0,1.0,1,5050.0,2,,21231,1,53.0
2015,1.0,0,0,0,1.0,1,600.0,2,,21231,0,55.0
2012,1.0,0,0,0,1.0,1,2115.0,2,,21231,0,32.0
2016,0.912568306,0,1,0,1.0,1,173.0,2,,21231,0,36.0
2012,1.0,0,0,0,1.0,1,799.0,2,,21231,1,52.0
2013,0.128767123,0,0,0,1.0,1,799.0,2,,21231,0,53.0
2013,0.128767123,0,0,0,1.0,1,480.0,2,,21231,0,33.0
2014,1.0,0,0,0,1.0,1,2115.0,2,,21231,1,34.0
2012,1.0,0,0,0,1.0,1,591.0,2,,21231,0,52.0
2014,1.0,0,0,0,1.0,1,591.0,2,,21231,0,54.0
2016,0.99726776,0,0,0,1.0,1,591.0,2,,21231,0,56.0
2016,1.0,0,0,0,1.0,1,841.0,2,,21231,1,56.0
2012,1.0,0,1,0,1.0,1,480.0,2,,21231,0,52.0
2015,1.0,0,0,0,1.0,1,1557.0,2,,21231,1,35.0
2013,1.0,0,0,0,1.0,1,1038.0,2,,21231,1,53.0
2013,0.871232877,0,1,0,1.0,1,2166.0,2,,21231,1,33.0
2012,1.0,0,0,0,1.0,1,251.0,2,,21231,0,52.0
2012,1.0,0,1,0,1.0,1,1.0,1,,21278,0,24.0
2015,1.0,0,0,0,1.0,1,8796.0,1,,21278,1,35.0
2012,1.0,0,0,0,1.0,1,3600.0,1,,21278,0,32.0
2014,0.745205479,0,0,0,1.0,1,3600.0,1,,21278,1,34.0
2016,0.99726776,0,0,1,0.0,0,1760.0,1,5.0,21292,0,8.0
2014,0.769863014,0,0,1,0.0,0,2809.0,1,3.0,21295,0,0.0
2012,1.0,0,0,1,0.0,0,433.0,1,2.0,21405,0,2.0
2012,0.330601093,0,1,0,1.0,1,200.0,1,,21485,0,32.0
2015,1.0,0,0,0,1.0,1,2041.0,1,,21515,0,35.0
2012,1.0,0,0,0,1.0,1,2041.0,1,,21515,1,32.0
2016,0.494535519,0,0,0,1.0,1,2041.0,1,,21515,0,36.0
2014,1.0,0,0,0,1.0,1,162.0,1,,21540,0,54.0
2013,1.0,0,1,0,1.0,1,720.0,1,,21575,0,53.0
2016,1.0,0,1,0,1.0,1,720.0,1,,21575,0,56.0
2013,1.0,0,0,1,0.0,0,1765.0,1,4.0,21617,0,33.0
2012,1.0,0,0,0,1.0,1,4600.0,1,,21617,1,24.0
2015,0.997260274,0,0,0,1.0,1,4600.0,1,,21617,0,27.0
2013,0.073972603,0,1,0,1.0,1,120.0,1,,22050,0,53.0
2013,0.161643836,0,0,1,0.0,0,2700.0,1,4.0,22050,0,43.0
2013,1.0,0,0,0,1.0,1,11037.0,1,,22054,1,33.0
2012,1.0,0,0,0,1.0,1,1493.0,1,,22054,0,
2015,1.0,0,0,0,1.0,1,1493.0,1,,22054,0,
2013,1.0,0,0,0,1.0,1,900.0,1,,22054,1,25.0
2012,1.0,0,0,1,0.0,0,1865.0,1,5.0,22094,0,12.0
2013,1.0,0,1,0,1.0,1,855.0,1,,22113,0,33.0
2016,1.0,0,0,1,0.0,0,1874.0,1,5.0,22186,0,1.0
2013,1.0,0,1,0,1.0,1,1750.0,1,,22215,0,25.0
2013,1.0,0,0,1,0.0,0,4000.0,1,4.0,22282,0,6.0
2014,1.0,0,0,1,0.0,0,4000.0,1,4.0,22282,1,7.0
2014,1.0,0,0,1,0.0,0,3600.0,1,7.0,22282,0,41.0
2013,1.0,0,0,1,0.0,0,510.0,1,2.0,22282,0,33.0
2016,1.0,0,0,1,0.0,0,510.0,1,2.0,22282,1,36.0
2016,1.0,0,1,0,1.0,1,4300.0,1,,22282,1,56.0
2016,1.0,0,0,1,0.0,0,1900.0,1,3.0,22379,0,21.0
2012,1.0,0,0,1,0.0,0,563.0,1,4.0,23096,0,52.0
2015,1.0,0,1,0,1.0,1,600.0,2,,24037,0,55.0
2014,1.0,1,0,1,0.0,0,410.0,2,2.0,24037,0,34.0
2012,1.0,0,0,0,1.0,1,800.0,2,,24037,1,52.0
2013,1.0,0,0,1,0.0,0,620.0,2,3.0,24322,0,113.0
2016,0.99726776,1,0,1,0.0,0,360.0,2,4.0,24322,1,116.0
2014,1.0,0,0,0,1.0,1,600.0,2,,25056,0,34.0
2012,1.0,0,0,0,1.0,1,4800.0,2,,25056,0,52.0
2012,1.0,0,1,0,1.0,1,10.0,2,,25147,0,32.0
2014,1.0,0,1,0,1.0,1,10.0,2,,25147,0,34.0
2012,1.0,0,0,0,1.0,1,2000.0,2,,25197,0,52.0
2013,1.0,0,0,1,0.0,0,727.0,2,3.0,25237,0,113.0
2016,0.99726776,0,1,0,1.0,1,5561.0,2,,25356,0,36.0
2014,1.0,1,0,1,0.0,0,1200.0,2,4.0,25356,0,469.0
2012,1.0,0,1,0,1.0,1,1156.0,2,,25356,1,32.0
2013,1.0,0,0,0,1.0,1,528.0,2,,25367,0,33.0
2012,1.0,0,0,0,1.0,1,437.0,2,,25388,0,52.0
2012,1.0,1,1,0,1.0,1,2150.0,2,,25388,0,24.0
2014,1.0,1,0,1,0.0,0,1000.0,2,3.0,25388,0,144.0
2014,1.0,1,1,0,1.0,1,1054.0,2,,25462,0,54.0
2016,0.99726776,1,0,1,0.0,0,3031.0,2,4.0,25462,1,37.0
2013,1.0,0,1,0,1.0,1,17800.0,2,,25580,0,33.0
2012,1.0,0,1,0,1.0,1,1833.0,2,,26057,0,52.0
2012,1.0,1,0,1,0.0,0,1347.0,2,2.0,26058,0,3.0
2012,1.0,0,0,1,0.0,0,1350.0,2,4.0,26058,0,54.0
2014,1.0,0,0,1,0.0,0,1350.0,2,4.0,26058,0,56.0
2013,1.0,0,0,1,0.0,0,1300.0,2,5.0,26058,0,53.0
2012,1.0,0,0,0,1.0,1,590.0,2,,26058,0,52.0
2013,1.0,0,0,0,1.0,1,420.0,2,,26058,0,33.0
2012,1.0,0,1,0,1.0,1,2321.0,2,,26058,0,32.0
2014,1.0,0,0,1,0.0,0,528.0,2,3.0,26058,0,64.0
2013,1.0,0,0,1,0.0,0,4126.0,2,5.0,26064,1,10.0
2013,1.0,0,0,1,0.0,0,400.0,2,3.0,26064,0,64.0
2015,1.0,0,0,0,1.0,1,9609.0,2,,26108,0,55.0
2013,1.0,0,1,0,1.0,1,1700.0,2,,26114,0,33.0
2016,0.99726776,0,0,0,1.0,1,600.0,2,,26166,1,
2012,1.0,0,1,0,1.0,1,4431.0,2,,26198,1,32.0
2015,1.0,0,1,0,1.0,1,3200.0,2,,26198,0,55.0
2012,0.915300546,0,0,1,0.0,0,288.0,2,2.0,26198,0,112.0
2014,1.0,0,0,1,0.0,0,288.0,2,2.0,26198,0,114.0
2014,1.0,0,0,1,0.0,0,300.0,2,3.0,26198,0,114.0
2015,0.493150685,0,0,0,1.0,1,7900.0,2,,26198,0,55.0
2012,1.0,0,0,0,1.0,1,2100.0,2,,26198,0,52.0
2015,1.0,0,0,0,1.0,1,454.0,2,,26243,0,35.0
2012,1.0,0,1,0,1.0,1,978.0,2,,26281,0,52.0
2013,1.0,0,1,0,1.0,1,978.0,2,,26281,0,53.0
2016,0.99726776,0,0,1,0.0,0,3390.0,2,6.0,26281,0,45.0
2013,0.076712329,0,1,0,1.0,1,1090.0,2,,26281,0,53.0
2016,0.0,0,0,0,1.0,1,2310.0,2,,26347,0,
2015,1.0,0,0,0,1.0,1,950.0,2,,26347,0,35.0
2013,1.0,0,1,0,1.0,1,1125.0,2,,26362,1,33.0
2012,1.0,0,0,1,0.0,0,320.0,2,4.0,26362,0,62.0
2014,1.0,0,1,0,1.0,1,592.0,2,,26362,0,54.0
2015,1.0,0,0,1,0.0,0,3550.0,2,8.0,26362,0,47.0
2016,0.99726776,0,0,1,0.0,0,3280.0,2,7.0,26362,0,45.0
2013,1.0,0,0,1,0.0,0,470.0,2,4.0,26362,0,83.0
2012,0.084699454,0,0,0,1.0,1,550.0,2,,26362,0,52.0
2013,1.0,0,0,1,0.0,0,11958.0,2,4.0,26362,0,53.0
2015,1.0,0,0,1,0.0,0,11958.0,2,4.0,26362,1,55.0
2013,1.0,0,0,1,0.0,0,714.0,2,4.0,26362,0,113.0
2016,1.0,0,0,1,0.0,0,714.0,2,4.0,26362,1,116.0
2016,0.99726776,0,0,0,1.0,1,1087.0,2,,26362,0,56.0
2014,0.0,0,0,0,1.0,1,300.0,2,,26362,0,
2015,1.0,0,0,1,0.0,0,3612.0,2,9.0,26362,0,56.0
2013,1.0,0,0,0,1.0,1,1800.0,2,,26362,0,53.0
2014,1.0,0,0,0,1.0,1,1800.0,2,,26362,1,54.0
2012,1.0,0,0,0,1.0,1,2738.0,2,,26362,0,
2014,0.15890411,0,0,0,1.0,1,2738.0,2,,26362,0,
2013,0.142465753,0,0,0,1.0,1,7200.0,2,,26362,0,53.0
2013,1.0,0,0,1,0.0,0,1050.0,2,3.0,26362,0,51.0
2016,0.967213115,0,0,1,0.0,0,1050.0,2,3.0,26362,0,54.0
2015,1.0,0,0,1,0.0,0,5300.0,2,5.0,26362,0,53.0
2012,1.0,0,0,0,1.0,1,1428.0,2,,26362,1,32.0
2014,1.0,0,0,0,1.0,1,1428.0,2,,26362,0,34.0
2016,1.0,0,0,0,1.0,1,194.0,2,,26362,0,56.0
2015,0.0,0,0,0,1.0,1,755.0,2,,26362,0,
2012,1.0,0,0,0,1.0,1,720.0,2,,26362,0,52.0
2015,1.0,0,0,0,1.0,1,720.0,2,,26362,0,55.0
2016,1.0,0,0,0,1.0,1,450.0,2,,26362,0,56.0
2012,1.0,0,0,0,1.0,1,4901.0,2,,26362,1,32.0
2016,0.99726776,0,0,0,1.0,1,446.0,2,,26362,0,56.0
2012,1.0,0,0,1,0.0,0,436.0,2,4.0,26362,1,112.0
2015,1.0,0,0,1,0.0,0,436.0,2,4.0,26362,0,115.0
2012,1.0,0,0,0,1.0,1,3461.0,2,,26362,1,24.0
2012,0.74863388,0,1,0,1.0,1,2911.0,2,,26362,0,52.0
2012,1.0,0,1,0,1.0,1,1800.0,2,,26362,0,32.0
2012,1.0,0,0,0,1.0,1,2528.0,2,,26362,0,24.0
2013,1.0,0,1,0,1.0,1,2886.0,2,,26362,0,53.0
2012,0.418032787,0,0,1,0.0,0,1020.0,1,4.0,27056,1,162.0
2013,1.0,0,0,1,0.0,0,1020.0,1,4.0,27056,0,163.0
2016,0.99726776,0,0,1,0.0,0,1020.0,1,4.0,27056,0,166.0
2014,1.0,0,0,1,0.0,0,3737.0,1,2.0,27229,0,5.0
2014,0.246575342,0,0,1,0.0,0,4650.0,1,5.0,27229,0,7.0
2014,0.495890411,0,0,1,0.0,0,1363.0,1,5.0,27229,0,48.0
2015,1.0,0,0,1,0.0,0,2644.0,1,4.0,27229,1,35.0
2012,1.0,0,0,1,0.0,0,1730.0,1,3.0,27229,0,41.0
2014,0.747945205,0,0,1,0.0,0,1730.0,1,3.0,27229,0,43.0
2012,1.0,0,0,1,0.0,0,3786.0,1,3.0,27229,0,47.0
2012,1.0,0,0,1,0.0,0,499.0,1,2.0,27229,0,8.0
2013,1.0,0,0,1,0.0,0,468.0,1,1.0,27229,0,42.0
2014,0.747945205,0,0,1,0.0,0,6920.0,1,4.0,27229,0,43.0
2014,1.0,0,0,1,0.0,0,5555.0,1,4.0,27229,0,35.0
2016,0.99726776,0,0,1,0.0,0,5555.0,1,4.0,27229,0,37.0
2013,1.0,0,0,1,0.0,0,2292.0,1,5.0,27229,0,58.0
2012,1.0,0,0,1,0.0,0,1536.0,1,4.0,27229,1,14.0
2014,0.235616438,0,0,1,0.0,0,1536.0,1,4.0,27229,1,16.0
2012,1.0,0,0,1,0.0,0,5350.0,1,5.0,27229,1,34.0
2014,0.235616438,0,0,1,0.0,0,5350.0,1,5.0,27229,0,36.0
2013,1.0,0,0,1,0.0,0,2145.0,1,5.0,27229,0,1.0
2014,0.246575342,0,0,1,0.0,0,2145.0,1,5.0,27229,0,2.0
2013,1.0,0,0,1,0.0,0,8140.0,1,5.0,27229,1,30.0
2012,1.0,0,0,1,0.0,0,1490.0,1,3.0,27299,1,50.0
2012,1.0,0,1,0,1.0,1,665.0,1,,27355,1,32.0
2013,1.0,0,0,1,0.0,0,3788.0,1,5.0,27643,0,39.0
2013,1.0,0,0,1,0.0,0,270.0,1,3.0,28085,0,113.0
2014,0.495890411,0,0,0,1.0,1,1500.0,1,,28088,0,34.0
2012,1.0,0,0,1,0.0,0,2889.0,1,5.0,28088,1,42.0
2012,1.0,0,0,1,0.0,0,700.0,1,3.0,28134,0,112.0
2012,1.0,0,1,0,1.0,1,388.0,1,,28140,0,52.0
2014,1.0,0,0,1,0.0,0,2470.0,1,5.0,28140,0,54.0
2013,1.0,0,0,1,0.0,0,978.0,1,2.0,28173,0,4.0
2013,1.0,0,1,0,1.0,1,4477.0,1,,28218,1,25.0
2012,1.0,0,1,0,1.0,1,462.0,2,,29019,1,52.0
2013,0.915068493,0,1,0,1.0,1,550.0,2,,29019,0,53.0
2016,0.99726776,0,0,1,0.0,0,500.0,2,4.0,29019,0,66.0
2012,0.330601093,0,0,0,1.0,1,990.0,2,,29019,0,52.0
2012,1.0,0,1,0,1.0,1,850.0,2,,29019,0,
2012,1.0,0,0,0,1.0,1,400.0,2,,29019,0,32.0
2012,1.0,0,0,0,1.0,1,490.0,2,,29019,0,52.0
2013,1.0,0,1,0,1.0,1,340.0,2,,29019,0,53.0
2014,1.0,0,1,0,1.0,1,340.0,2,,29019,0,54.0
2014,1.0,0,0,1,0.0,0,5885.0,2,6.0,29039,1,44.0
2016,1.0,0,0,1,0.0,0,5885.0,2,6.0,29039,0,46.0
2014,1.0,0,0,0,1.0,1,1380.0,2,,29046,1,
2016,1.0,0,0,1,0.0,0,2320.0,2,5.0,29058,1,45.0
2014,1.0,0,0,0,1.0,1,1020.0,2,,29085,0,54.0
2015,0.832876712,0,0,1,0.0,0,500.0,2,3.0,29103,0,55.0
2012,1.0,0,1,0,1.0,1,770.0,2,,29105,0,32.0
2015,1.0,0,0,1,0.0,0,4228.0,2,4.0,29105,1,45.0
2016,0.99726776,0,0,1,0.0,0,4228.0,2,4.0,29105,0,46.0
2013,0.720547945,0,0,0,1.0,1,400.0,2,,29124,0,33.0
2016,0.99726776,0,1,0,1.0,1,1650.0,2,,29151,0,
2016,0.99726776,0,1,0,1.0,1,1620.0,2,,29151,0,36.0
2015,1.0,0,1,0,1.0,1,600.0,2,,29151,0,35.0
2012,1.0,0,1,0,1.0,1,3380.0,2,,29151,0,32.0
2012,1.0,0,1,0,1.0,1,5018.0,2,,29151,1,32.0
2013,1.0,0,0,1,0.0,0,4800.0,2,5.0,29151,1,39.0
2012,1.0,0,0,0,1.0,1,3080.0,2,,29151,1,32.0
2016,1.0,0,0,0,1.0,1,1390.0,2,,29185,0,36.0
2012,0.0,0,0,0,1.0,1,1340.0,2,,29232,0,
2015,0.0,0,0,0,1.0,1,1340.0,2,,29232,0,
2016,1.0,1,0,1,0.0,0,2540.0,2,3.0,29232,0,27.0
2013,1.0,0,0,1,0.0,0,3550.0,2,6.0,29232,0,43.0
2012,1.0,0,0,0,1.0,1,1165.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,1040.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,1359.0,2,,29232,1,33.0
2016,0.99726776,0,0,0,1.0,1,1359.0,2,,29232,0,36.0
2012,1.0,0,0,0,1.0,1,1693.0,2,,29232,1,
2013,0.123287671,0,0,0,1.0,1,1372.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,315.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,1370.0,2,,29232,0,33.0
2014,1.0,0,0,0,1.0,1,1370.0,2,,29232,0,34.0
2012,1.0,0,0,0,1.0,1,2349.0,2,,29232,0,
2012,1.0,0,0,0,1.0,1,1508.0,2,,29232,0,
2014,1.0,0,0,0,1.0,1,1508.0,2,,29232,0,34.0
2013,1.0,0,0,0,1.0,1,1200.0,2,,29232,0,
2015,1.0,0,0,0,1.0,1,960.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,6959.0,2,,29232,0,33.0
2014,1.0,0,0,0,1.0,1,6959.0,2,,29232,1,34.0
2012,1.0,0,0,0,1.0,1,4601.0,2,,29232,0,
2013,1.0,0,0,0,1.0,1,4601.0,2,,29232,0,
2012,1.0,0,0,0,1.0,1,1232.0,2,,29232,1,32.0
2012,1.0,0,0,0,1.0,1,909.0,2,,29232,0,
2016,0.99726776,0,0,0,1.0,1,909.0,2,,29232,0,
2012,1.0,0,0,0,1.0,1,4599.0,2,,29232,0,
2013,0.539726027,0,0,0,1.0,1,867.0,2,,29233,0,33.0
2013,1.0,1,1,0,1.0,1,2100.0,2,,29233,0,33.0
2015,1.0,0,0,1,0.0,0,1712.0,2,4.0,29239,0,7.0
2012,1.0,0,0,1,0.0,0,1990.0,2,3.0,29259,0,32.0
2013,1.0,0,0,0,1.0,1,600.0,2,,29259,0,33.0
2014,1.0,0,0,0,1.0,1,1550.0,2,,30003,0,34.0
2015,1.0,0,0,1,0.0,0,1365.0,2,3.0,30007,0,65.0
2016,0.99726776,0,0,1,0.0,0,730.0,2,5.0,30007,0,86.0
2013,0.665753425,0,1,0,1.0,1,440.0,2,,30007,0,53.0
2014,1.0,0,1,0,1.0,1,390.0,2,,30007,0,54.0
2015,1.0,0,1,0,1.0,1,390.0,2,,30007,0,55.0
2014,1.0,1,1,0,1.0,1,1800.0,2,,30011,0,54.0
2014,1.0,0,1,0,1.0,1,1600.0,2,,30028,0,34.0
2013,1.0,1,1,0,1.0,1,300.0,2,,30032,0,33.0
2013,1.0,0,0,1,0.0,0,963.0,2,2.0,30062,0,17.0
2013,1.0,0,0,1,0.0,0,988.0,2,2.0,30075,0,9.0
2014,1.0,1,0,0,1.0,1,4900.0,2,,30125,0,34.0
2016,0.99726776,1,0,0,1.0,1,4900.0,2,,30125,0,36.0
2012,1.0,1,1,0,1.0,1,1100.0,2,,30131,0,24.0
2015,1.0,0,0,1,0.0,0,1700.0,2,3.0,30133,0,45.0
2015,1.0,0,0,1,0.0,0,20940.0,2,4.0,30133,1,46.0
2012,1.0,0,0,1,0.0,0,3000.0,2,4.0,30133,0,20.0
2012,1.0,0,0,1,0.0,0,7750.0,2,4.0,30133,1,32.0
2015,1.0,0,0,1,0.0,0,7750.0,2,4.0,30133,1,35.0
2012,1.0,0,0,1,0.0,0,8015.0,2,3.0,30133,1,39.0
2014,1.0,0,0,1,0.0,0,8015.0,2,3.0,30133,1,41.0
2015,1.0,0,0,1,0.0,0,6180.0,2,4.0,30133,0,33.0
2015,1.0,0,0,1,0.0,0,745.0,2,2.0,30133,0,31.0
2013,1.0,0,0,1,0.0,0,2600.0,2,4.0,30133,0,51.0
2014,1.0,0,0,1,0.0,0,925.0,2,2.0,30133,0,26.0
2012,0.418032787,0,0,1,0.0,0,340.0,2,3.0,30133,0,38.0
2012,0.25136612,0,0,1,0.0,0,2451.0,2,4.0,30133,0,51.0
2016,0.99726776,0,0,1,0.0,0,2451.0,2,4.0,30133,0,55.0
2013,1.0,0,0,1,0.0,0,600.0,2,2.0,30133,0,43.0
2015,1.0,0,0,1,0.0,0,872.0,2,2.0,30133,0,45.0
2013,0.838356164,0,0,1,0.0,0,970.0,2,4.0,30133,0,25.0
2013,0.131506849,0,0,1,0.0,0,2800.0,2,4.0,30133,0,50.0
2016,1.0,0,0,1,0.0,0,1000.0,2,3.0,30133,1,49.0
2016,0.0,0,0,1,0.0,0,11925.0,2,4.0,30133,0,46.0
2015,0.890410959,0,0,1,0.0,0,266.0,2,2.0,30133,0,36.0
2016,0.99726776,0,0,1,0.0,0,1600.0,2,2.0,30133,0,41.0
2014,1.0,0,0,1,0.0,0,3000.0,2,3.0,30133,1,23.0
2016,0.967213115,0,0,1,0.0,0,400.0,2,3.0,30133,0,116.0
2012,1.0,0,0,0,1.0,1,140.0,2,,30133,0,32.0
2015,1.0,0,0,0,1.0,1,140.0,2,,30133,0,35.0
2012,1.0,0,0,0,1.0,1,6000.0,2,,30133,1,32.0
2014,1.0,0,0,1,0.0,0,10954.0,2,4.0,30133,1,35.0
2014,1.0,0,0,1,0.0,0,1300.0,2,6.0,30133,1,24.0
2013,1.0,0,0,0,1.0,1,150.0,2,,30133,0,33.0
2014,1.0,0,0,0,1.0,1,150.0,2,,30133,0,34.0
2012,1.0,0,0,0,1.0,1,550.0,2,,30133,0,32.0
2013,1.0,0,0,0,1.0,1,550.0,2,,30133,0,33.0
2016,1.0,0,0,1,0.0,0,440.0,2,2.0,30133,0,46.0
2013,1.0,0,0,1,0.0,0,265.0,2,2.0,30133,0,53.0
2014,1.0,0,0,1,0.0,0,3720.0,2,5.0,30133,1,34.0
2012,1.0,0,0,1,0.0,0,427.0,2,3.0,30133,0,9.0
2014,1.0,0,0,1,0.0,0,427.0,2,3.0,30133,0,11.0
2013,1.0,0,0,1,0.0,0,400.0,2,2.0,30189,0,33.0
2016,0.99726776,0,0,1,0.0,0,424.0,2,3.0,30189,0,116.0
2012,1.0,0,0,1,0.0,0,2500.0,2,4.0,30189,0,37.0
2013,1.0,0,0,1,0.0,0,1200.0,2,4.0,30189,0,39.0
